,tweet_cleaned,subjectivity,polarity,sentiment
546,be how conspiracy be normalize in front of everyone without notice what be do be lay the seed of a lost Cause and will bang the narrative of steal election illegitimate illegal biden presidency over the next year,0.25,-0.25,Negative
547,agree and think about what take to win an election leader personally remember be Callaghan then Foot Kinnock Smith etc have a loyalty to the Labour Party not to Blair or to Corbyn but have only be in power for of year not good enough,0.5599999999999999,0.09000000000000001,Positvie
548,if fraud continue without consequence the United States entire system for the peaceful transfer of power be threaten by t,0.5625,0.125,Positvie
549,some begin to think defend the president lie be patriotic some become excited by the lie because break so many taboo write when the president begin to lie about the election result be ready to defend,0.5833333333333334,0.35833333333333334,Positvie
550,if reality be reverse if pre Trump could barely get people to rally amp if Joe Biden have ten of thousand of,0.05,0.025,Positvie
551,इस गहन कर अगर,0.0,0.0,Positvie
552,George Soros arrêté à Philadelphie pour ingérence dan les élection américaine Le juge demande la totale confident,0.8333333333333334,0.5,Positvie
553,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
554,here be preview of today meeting include possible outcome from and,1.0,0.0,Positvie
555,Republicans the election be rig and vote do not count and the Governor of Georgia be in on also Republ,0.0,0.0,Positvie
556,dear medium another reason to cover the Michigan certification as a potential criminal conspiracy to overturn an election,0.775,-0.2,Negative
557,proud to join this group of national security expert call on GOP leader to rebuke Trump election claim the wash,1.0,0.8,Positvie
558,Rudi Giuliani on News Conference blah blah blah trump blah blah blah blah blah mah blah blah win blah blah ELECTION chichi hi hi hi win hi fraud have chichochi but in courthouse before a judge actually be not a case of fraud Judge case dismiss,0.3,0.5333333333333333,Positvie
559,ElectionGuard Microsoft VotingWorks amp Arlo Soros Zuckerburg Bezos Gates Google etc Dominion Canada Scytl Irel,0.0,0.0,Positvie
560,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
561,make no mistake Donald Trump know lose the election just want to destroy democracy before leave office a,0.0,-0.2,Negative
562,those statistic be from extreme right wing medium amp internet opinion pundit be not relevant can not simply re do an election just because impeached criminal vulgar lie malevolent vengeful weak leader do not win that s not how life work lose fairly,0.7067857142857144,-0.20142857142857143,Negative
563,GOP Portman on or before December any ongoing effort to ensure an accurate count must be conclude and the elect,0.7666666666666667,0.6000000000000001,Positvie
564,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
565,this be not recent news this happen before the election,0.25,0.0,Positvie
566,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
567,to GA voter please heed this recommendation may have be purge from GA voter roll even though vote in the Gen,0.0,0.0,Positvie
568,can not believe that russian Agent Donald Trump will not just accept the election result,0.0,0.0,Positvie
569,More than chief executive concern that the president refusal to accept the election result be hurt the pla,0.5,0.5,Positvie
570,let be perfectly clear even trump legal team have admit in court that there be no evidence of fraud in this election LOST must ConcedeNow,0.29166666666666663,0.15000000000000002,Positvie
571,be not comforting to know that Government top cybersecurity expert believe that Windows base voting system,0.75,-0.15000000000000002,Negative
572,a majority of GOP voter in a new poll would support another trump presidential bid,0.45454545454545453,0.13636363636363635,Positvie
573,have anyone get a reasonable plausible measure explanation as to why Mike Pompeo top trump foreign policy official amp,0.43125,0.26875,Positvie
574,certify an election today good way to help nurse,0.6000000000000001,0.7,Positvie
575,half of Americans believe this election be steal while the other half know this election be steal,0.23611111111111108,-0.15277777777777776,Negative
576,have no shame President lie have only escalate since clearly lose the election attempt to usurp the will of the people have fail timetoconcedetrump,0.561111111111111,-0.13333333333333333,Negative
577,believe only appoint for senate seat house seat be a special election,0.7857142857142857,0.17857142857142858,Positvie
578,still wait for to concede to since think the election be a fraud,0.0,0.0,Positvie
579,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
580,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
581,liberal pre biden election no MORE kids in cages liberal post biden election no MORE caring about KIDS in c,0.5,-0.25,Negative
582,a group of former republican national security official be call on republican leader particularly those in Congress,0.16666666666666666,0.08333333333333333,Positvie
583,Michigan Bureau of Elections Board meet to certify the state election result live at ET on C SPAN,0.5,0.13636363636363635,Positvie
584,this be a very interesting Twitter feed to look at this guy actively support Trump during the election have now realize what be support,0.625,0.25833333333333336,Positvie
585,Can anyone out there confirm if this be true,0.65,0.35,Positvie
586,disagree with the suggestion that whatever fraud occur may have cost trump the election but otherwise yes exactly right,0.5357142857142857,0.2857142857142857,Positvie
587,a quick list of the all issue in election vote than people register city be the core of the probl,0.5,0.3333333333333333,Positvie
588,Ben Ginsberg represent George Bush in Florida Michigan must certify for Biden,0.0,0.0,Positvie
589,trump try to steal the election and succeed trump try to steal the election and lose FACTS,0.0,0.0,Positvie
590,recognize the damage do by Trump crazier and crazier election conspiracy theory but also appreciate the clarity,0.0,0.0,Positvie
591,Most republican run in and will have be supportive of a very public scheme to steal an election by throw o,0.5288888888888889,0.3333333333333333,Positvie
592,be make the point that any election observer volunteer political hack with access co,0.1,0.0,Positvie
593,same journos who be so certain that Trump be part of an international conspiracy with the Kremlin to steal the elec,0.23214285714285712,0.07142857142857142,Positvie
594,now be a good time to remind everyone that Trump and elite strike force team whoever be have lose case in,0.6000000000000001,0.7,Positvie
595,GupkarGang अब,0.0,0.0,Positvie
596,Dominion Voting Systems found in in Toronto be a company that sell electronic voting hardware and software in the,0.0,0.0,Positvie
597,Bolivia have international organization investigate the election as go on to see if there be fraud and there be enough evidence to redo the election trump people have not find anything no one have find anything be a first world country and be a third huge diff,0.3466666666666667,0.13000000000000003,Positvie
598,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
599,just as the obsession with Russia inhibit many dem from reach a critical understanding of the election the obsessi,0.65,0.25,Positvie
600,after of Wayne County precinct be unbalanced in August DEMOCRATS on the Michigan Board of Canvassers call,0.0,0.0,Positvie
601,election outcome unclear amid pende recount amp legal challenge the election be not over amp no winner have be officially announce be not President elect be not VP elect Election fraud CORRUPTION,0.6666666666666666,0.6,Positvie
602,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
603,be so hell bent on throw out mail in ballot need to investigate Mitch for get kickback for,0.0,0.0,Positvie
604,this election should come go so can face front will help do architectural drawing,0.0,0.0,Positvie
605,Master tactician Pelosi could have have a trillion deal pre election and now will be lucky to get McConnell bil,0.8333333333333334,0.3333333333333333,Positvie
606,break State Elections Board in Georgia adopt new rule require county to start scan absentee ballot at least,0.42727272727272725,-0.08181818181818182,Negative
607,Mamata Banerjee Launches Government at Doorstep Scheme Poll Stunt say BJP,0.0,0.0,Positvie
608,hear so many Congress veteran demand that the need to be an election machine like BJP more active how,0.4,0.21666666666666667,Positvie
609,there be accusation of fraud by dominion voting the claim be dispute let release the code provide public ac,0.06666666666666667,0.0,Positvie
610,emergency if live in Georgia especially if be an african american woman CHECK your voter registration t,0.16666666666666666,0.04545454545454545,Positvie
611,trump attorney Lin Wood tell republican supporter not to back GOP candidate in the Georgia runoff election because,0.0,0.0,Positvie
612,New Jersey lawmaker push to disbar Giuliani for deceitful absurd election case,0.7272727272727273,-0.18181818181818182,Negative
613,YEEESSSSS,0.0,0.0,Positvie
614,let be very clear about this refuse to certify the result of a legitimate election be a completely unacceptable,0.44916666666666666,0.11500000000000002,Positvie
615,block a long time ago before the election process begin have be fun to wonder what the hell just tweet when someone would retweet with the phrase WTH be this guy on,0.30000000000000004,0.125,Positvie
616,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
617,former New Jersey Chris Christie call Trump legal team a national embarrassment,0.21818181818181817,0.11212121212121212,Positvie
618,republican Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
619,recognize the damage do by Trump crazier and crazier election conspiracy theory but also appreciate the clarity,0.0,0.0,Positvie
620,Sidney Powell slam by critic for allege election conspiracy involve Kemp Hillary Clinton Bernie Sanders h,0.0,0.0,Positvie
621,GupkarGang अब,0.0,0.0,Positvie
622,be weaponize all out of context John Fugelsang say about the new attack against Raphael Warnock faith and,0.45454545454545453,0.13636363636363635,Positvie
623,before the election,0.0,0.0,Positvie
624,DHS cybersecurity director Chris Krebs be oust after vouch for the security of the election seek re,0.0,0.0,Positvie
625,Mark word Franklin just blow the GA election for the Repubs choose the wrong person to go after be a fall white man that just go after a rise black man be on the wrong side of God and history,0.5583333333333333,-0.29166666666666663,Negative
626,guarantee the week after the election suddenly all those democratic governor all those democratic mayor will s,0.5,0.0,Positvie
627,the Donald Rumsfeld theory of the election,0.0,0.0,Positvie
628,in order to justify delay the presidential transition process General Service Administration Administrator Emily Murphy h,0.5,0.05000000000000002,Positvie
629,the trump campaign effort to invalidate vote from Detroit be an attempt to disenfranchise the african american vote a,0.0,0.0,Positvie
630,the Twitter thread answer question about the presidential election have get a bit long so against well jud,0.4,-0.05,Negative
631,update on the election of the serbian patriarch apart from metropolitan Porfirije another possible candidate of the regime could be bishop Jovan of Sumadija Bishop Irinej Bulovic of Backa remain an option but one Vucic would not be able to fully control,0.8125,0.25,Positvie
632,Depuis Day son agenda officiel allégé trahit un Donald Trump terré à la Maison Blanche mais bien loin de la gestion des affaire courante ou de la crise sanitaire,0.0,0.0,Positvie
633,for the TRILLIONTH time Donald Trump be the fully own property of Transnational Organized Crime and hostile foreign ene,0.5625,0.2375,Positvie
634,GOP demand for election audit in Michigan before certification be a baseless stall tactic Law do not permit audit until,0.0,0.0,Positvie
635,be behave badly dishonestly unfairly be violate the Constitution of the United States of America by refusi,1.0,-0.5,Negative
636,Allegheny County Pittsburgh just certify election,0.0,0.0,Positvie
637,NEW so frustrating to watch this Cindy McCain say of GOP lawmaker not publicly acknowledge the election resu,0.47373737373737373,-0.08787878787878789,Negative
638,dear medium another reason to cover the Michigan certification as a potential criminal conspiracy to overturn an election,0.775,-0.2,Negative
639,hate but come on really not like can be with probably the good time to go golf other than not concede an election keep the country in transition turmoil and just be a clown,0.51875,-0.08125000000000002,Negative
640,Allegheny County certify election result,0.0,0.0,Positvie
641,Nauman question be for an educate person not for this Qabza Mafia Kashif Mirza who have occupy people property through school employee have no value and no one give a about be just try to make private school owner happy for next election,0.4583333333333333,0.26666666666666666,Positvie
642,Pennsylvania Republicans sue in last ditch effort to stop election certification,0.06666666666666667,0.0,Positvie
643,after clinch Pennsylvania Joe Biden win the Presidential Election however President Trump have not concede the race,0.4,0.8,Positvie
644,when the receiver know make the catch not afraid of a review when the director make a good movie not af,0.75,0.5,Positvie
645,this would be the only good thing to come out of Trump baseless claim of rig election BidenWon,0.8,0.35,Positvie
646,Texas Louie Gohmert be call for an armed insurrection to overthrow the election the lawlessness and out in the,0.0,0.0,Positvie
647,since when do fit a narrative on social medium supercede US court for adjudicate election law,0.23333333333333334,0.21666666666666667,Positvie
648,breaking Mohave County a very red Trump county have just unanimously vote to certify canvass all Arizona count,0.0,0.0,Positvie
649,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
650,please do not call a Tory enabler a so call socialist a Corbot or bad if do not do all could to ensure,0.6666666666666666,-0.6999999999999998,Negative
651,major victory now in stop outlandish attack on democracy and election by the PA House GOP Electio,0.5,0.0625,Positvie
652,if fraud continue without consequence the United States entire system for the peaceful transfer of power be threaten by t,0.5625,0.125,Positvie
653,the turkey refuse to concede lose the election,0.0,0.0,Positvie
654,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
655,liberal in election election election system be break the Russians rig interference,0.0,0.0,Positvie
656,big deal union election petition file at Fulfillment Center in Alabama by potential worker in the b,0.39999999999999997,-0.03333333333333333,Negative
657,Michigan Board of State Canvassers be due to meet at one Republican be expect to vote against certification another,0.375,-0.125,Negative
658,never underestimate this be the story of how use voter file and social medium to mobilize Democrat,0.06666666666666667,0.03333333333333333,Positvie
659,trump campaign file an appeal after a federal judge dismiss attempt to block the certification of vote in Pennsylvania htt,0.0,0.0,Positvie
660,be persuade that neither prison bar nor election ban nor any other arbitrary power will stop from activism say a,0.4875,-0.1125,Negative
661,why do stop count on election night in key swing state tired need a break hummm let ask friend at,0.85,-0.2,Negative
662,break State Elections Board in Georgia adopt new rule require county to start scan absentee ballot at least,0.42727272727272725,-0.08181818181818182,Negative
663,child grandson dog job and be intelligent enough to know that have a fair election,0.7666666666666666,0.5,Positvie
664,trump campaign file an appeal after a federal judge dismiss attempt to block the certification of vote in Pennsylvania htt,0.0,0.0,Positvie
665,fix computer glitch turn lose Republican into a winner in Oakland County via,0.0,0.0,Positvie
666,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
667,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
668,news FLASH there be no such thing as a computer glitch only deliberate code execution to achieve a desire output,0.75,0.0,Positvie
669,if try to burn the country down before the next administration begin to serve and just because lose the election be that consider treason or just a simple temper tantrum be just curious,0.4115079365079365,-0.0638888888888889,Negative
670,love to believe as do that there be no corruption in election process but unfortunately there be and not in small proportion evidence be come all part of the process that will take down people from both party the corruption do not just fall on the Dems,0.5722222222222222,-0.10138888888888889,Negative
671,address during SBC Election Campign lawyer those be part of fraternity program be arrange by KLF with Ment,0.0,0.0,Positvie
672,there be no evidence as of now of any widespread fraud or irregularity that would change the result in any state for accord to via,0.0,0.0,Positvie
673,MAGA Lunatic brigadier Sydney Powell be fail so bad that now accuse Bernie Sanders and Georgia fraud,0.4833333333333333,-0.5999999999999999,Negative
674,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
675,the medium be just as corrupt as the Election,1.0,-0.5,Negative
676,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
677,yes Sir Mr President Media seem to think have power to act as though decide who Won state or decide sleepy Slow Joe be President Election when nothing have be decide only one PRESIDENT AT a time bless heart hero,0.7,-0.15000000000000002,Negative
678,soros ha sido ARRESTADO y se encuentra bajo custodia federal en Filadelfia Según acusación formal presentada en el distr,0.0,0.0,Positvie
679,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
680,Republicans for example do not want anyone but rich people to have healthcare how then be Republicanism and Trumpism any different trump want to overturn the election Republicans want to overturn the election see be the same,0.4916666666666667,0.125,Positvie
681,GOP leader want Wayne County audit before Michigan election result be certify just the News,0.0,0.0,Positvie
682,MICHIGAN Detroit election worker state in affidavit that personally witness and be instruct to falsify th,0.3,0.0,Positvie
683,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
684,clear that the voter of Michigan have speak and make a choice Michigan Sec of State Jocelyn Benson say to Jason John,0.49166666666666664,6.938893903907228e-18,Positvie
685,George Soros link election software company lie about tie with Dominion oann,0.0,0.0,Positvie
686,bbg Pennsylvania Republicans sue to block certification of election result,0.0,0.0,Positvie
687,Would not vote be steal GOP say rig because lose and the election be unfair get a life vote Democratic and help save Americans,1.0,-0.5,Negative
688,走起,0.0,0.0,Positvie
689,fanciful bad faith claim of fraud notwithstanding the fact that the election go as smoothly as do and with record,0.5833333333333333,-0.1499999999999999,Negative
690,Christopher Krebs be a deeply respect cybersecurity expert who work diligently to safeguard election instead o,0.4,0.0,Positvie
691,if the claim about election fraud be dispute would not that mean the claim that the Election be fair be also dispute,0.79375,0.19374999999999998,Positvie
692,and what do call swear affidavit under penalty of perjury excessive over voting across several state and county massive provisional vote cast across several state and several state break both state and constitutional election law bozo,0.4,-0.05,Negative
693,the US Presidential Election result from present as a cartogram by a nice way of show the rural,0.3333333333333333,0.19999999999999998,Positvie
694,TRUMP lose this election its over,0.0,0.0,Positvie
695,after of Wayne County precinct be unbalanced in August DEMOCRATS on the Michigan Board of Canvassers call,0.0,0.0,Positvie
696,More state election regulator have the duty to certify the winner of the popular vote in state in all election do not have the discretion to ignore the vote that have be cast,0.7,0.55,Positvie
697,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
698,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
699,Can acknowledge how pathetic be be even in the position where certify valid election result be an open q,0.75,-0.5,Negative
700,Carl Bernstein be call the roll here and should if these people do not wake up and start do job,0.0,0.0,Positvie
701,some republican jackass in Michigan do not want to certify the election result the Governor need to have trashy ass,0.9,-0.5,Negative
702,Trump suffer major defeat in legal battle to overturn election,0.35,0.13125,Positvie
703,all want for be a peaceful transition of power to the guy who indisputablely win the election also the recount,0.45,0.525,Positvie
704,Texas Louie Gohmert be call for an armed insurrection to overthrow the election the lawlessness and out in the,0.0,0.0,Positvie
705,be expect a lot of public comment which will be limit to three minute each but will likely still result in a v,0.5333333333333333,0.0,Positvie
706,so be correct that the GOP official position be the Dems carry out a massive sophisticated multi state election fra,1.0,0.25,Positvie
707,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
708,woh phir se ki Election main ho payega,0.3333333333333333,0.16666666666666666,Positvie
709,be suck back into the election for this,0.0,0.0,Positvie
710,the medium may do the court may do but good luck try to get million voter to turn a blind eye to election,0.6333333333333333,0.09999999999999998,Positvie
711,ok for dem to steal the election who wud need to help republican governor republican in all the state judge in all the suit that have be throw out even the trump nominee be the only one that know the truth really,0.5666666666666667,0.2333333333333333,Positvie
712,let be very clear about this refuse to certify the result of a legitimate election be a completely unacceptable,0.44916666666666666,0.11500000000000002,Positvie
713,Ted Cruz guarantee democratic mayor and governor would stop care about the week after the election LA Coun,0.0,0.0,Positvie
714,two more unhinged Democrats and Russia hoaxer dress up as news people burp up demand to drop lawful cha,0.25,0.25,Positvie
715,half of Americans believe this election be steal while the other half know this election be steal,0.23611111111111108,-0.15277777777777776,Negative
716,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
717,half of Americans believe this election be steal while the other half know this election be steal,0.23611111111111108,-0.15277777777777776,Negative
718,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
719,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
720,the Senate Intelligence Committee identify around state where russian hacker surveille election system in b,0.0,0.0,Positvie
721,breaking Mohave County a very red Trump county have just unanimously vote to certify canvass all Arizona count,0.0,0.0,Positvie
722,so all feel hopeless right but guess what do not despair because there be MORE of after every national election okay so maybe there be not as many more as think which be scary as shit but still there be more,0.6044642857142857,0.2607142857142857,Positvie
723,Ted Cruz guarantee democratic mayor and governor would stop care about the week after the election LA Coun,0.0,0.0,Positvie
724,go to run again claim falsely that the election be steal from and if there any threat of prosecution afte,0.6,-0.4000000000000001,Negative
725,Monsieur Poutine refuse toujour de reconnaître de Joe Biden que seul les médias anti trump ont élu,0.0,0.0,Positvie
726,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
727,trump attorney Lin Wood tell republican supporter not to back GOP candidate in the Georgia runoff election because,0.0,0.0,Positvie
728,new Pennsylvania Republicans file an emergency request to block the certification of election result for Joe Biden,0.45454545454545453,0.13636363636363635,Positvie
729,Destroyed Election the big picture Goggle Earth More Evidence of Corruption mile outside of each Voting location switching Votes do remotely inside park truck or empty home apt amp warehouse equip with computer screen flip and Changing vote,0.39166666666666666,0.15,Positvie
730,lust for POWER be why Mitch Lindsey be not only silent but prop up LIES Trump be push,0.55,0.0,Positvie
731,,0.0,0.0,Positvie
732,guarantee the week after the election suddenly all those democratic governor all those democratic mayor will s,0.5,0.0,Positvie
733,a pro trump Attorney just call on Republicans to not vote for Kelly Loeffler R GA and David Perdue R GA,0.0,0.0,Positvie
734,CIA election fraud be too important to Masters so should not be leave to conspiracy theorist,1.0,0.4,Positvie
735,TRANSITION LATEST MI PA official set to meet to certify vote despite last ditch effort by pre Tr,0.48333333333333334,0.25,Positvie
736,believe more than million people or more vote for Trump this election,0.5,0.5,Positvie
737,Bill Pascrell have file legal complaint in five state seek to disbar Rudy Giuliani and other attorney who h,0.25833333333333336,-0.075,Negative
738,for those send tweet that GeorgeSoros be arrest by the FBI in Philadelphia for election interference that story be,0.0,-0.05,Negative
739,AIMIM Mehdipatnam Candidate Mohammed Majid Hussain Sahab address GHMC Election Public Meeting for AIMIM Redhills d,0.06666666666666667,0.0,Positvie
740,wrong,0.9,-0.5,Negative
741,thank a practice attorney for the clear explanation of the independent state legislature doctrine and the,0.25416666666666665,0.05000000000000001,Positvie
742,this be an attempt coup by the administration and should be call out by every member of Congress Country before party this be a national emergency and an attack on democracy,0.0,0.0,Positvie
743,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
744,the new pac make can use for personal expense so be essentially a slush fund this be where the new donation be go,0.37727272727272726,0.06818181818181818,Positvie
745,get the popcorn ready Emily Murphy the head of GSA who refuse to sign off on the election to appease Trump face q,0.5,0.2,Positvie
746,dear medium another reason to cover the Michigan certification as a potential criminal conspiracy to overturn an election,0.775,-0.2,Negative
747,never imagine would sit worried that state legislature may try to subvert election result to appease a dictator wannab,0.0,0.0,Positvie
748,that because Putin have be whisper in trump ear all along about how to steal an election,0.0,0.0,Positvie
749,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
750,when the president begin to lie about the election result be ready to defend,0.5,0.2,Positvie
751,treason doth never prosper what be the reason why if prosper none dare call treason remember these name h,0.0,0.0,Positvie
752,treason doth never prosper what be the reason why if prosper none dare call treason remember these name h,0.0,0.0,Positvie
753,if do not fo this be gift the next election to the Tories,0.0,0.0,Positvie
754,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
755,George Soros Arrestado en Philadelphia por intervención Electoral Esta noticia alegro el día este Globa,0.0,0.0,Positvie
756,be request a recount Cob win this election and by a lot,0.4,0.8,Positvie
757,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
758,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
759,be the President of the United States have trouble pronounce lose the election by a landslide try Duoli,0.2,-0.2,Negative
760,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
761,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
762,in the same breath accuse dem of act as though a switch be flip that all problem be go while also proclaim a switch be flip that everyone life and livelihood be destroy on election day Yutz,0.0625,-0.1,Negative
763,only wish that during absence can continue to stand with the people of Hong Kong by follow closely to th,0.5,-0.00625,Negative
764,new Pennsylvania Republicans file an emergency request to block the certification of election result for Joe Biden,0.45454545454545453,0.13636363636363635,Positvie
765,Filadelfia George Soros ARRESTADO por interferencia electoral bajo custodia federal,0.0,0.0,Positvie
766,Koch fund alec plan since February to Claim the election be steal from trump,0.0,0.0,Positvie
767,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
768,President elect Joe Biden be expect to name Linda Thomas Greenfield as pick for ambassador to the source tell,0.9,0.8,Positvie
769,Ohio GOP Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
770,People who be guilty of Post Election violence should actually live in fear no one be instill fear among innocent people of Rift Valley if be innocent why complain let the culprit face justice these people who be guilty should actually live in fear,0.7333333333333334,0.04545454545454545,Positvie
771,why be Joe Biden so quickly form a Cabinet when investigator have find hundred of thousand of fraudulent vot,0.5,0.3333333333333333,Positvie
772,Monday the Michigan Board of State Canvassers be suppose to certify the election result the board have Republicans and,0.0,0.0,Positvie
773,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
774,some republican jackass in Michigan do not want to certify the election result the Governor need to have trashy ass,0.9,-0.5,Negative
775,break State Elections Board in Georgia adopt new rule require county to start scan absentee ballot at least,0.42727272727272725,-0.08181818181818182,Negative
776,Manipulateur Soros dan Américaine,0.0,0.0,Positvie
777,,0.0,0.0,Positvie
778,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
779,Pennsylvania court decision against be a miscarriage of justice and nakedly political again under the Con,0.1,0.0,Positvie
780,currently be donate time amp expertise mean be not Trumps payroll but definitely releasethekraken Ju,0.5291666666666667,-0.10416666666666667,Negative
781,if turn by January GA youngster can vote in the upcoming Senate runoff election but must register by December can make a difference by take the stock sellin crook out if Congress,0.0,0.0,Positvie
782,hi an election be not fraud just because do not win ok can keep scroll,0.45,0.04999999999999999,Positvie
783,here be where thing stand as vote certification loom in key state CNNPolitics,1.0,0.0,Positvie
784,break le confirme Le soir du novembre a suivi en temp réel la fraude électorale,0.0,0.0,Positvie
785,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
786,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
787,a pro trump Attorney just call on Republicans to not vote for Kelly Loeffler R GA and David Perdue R GA,0.0,0.0,Positvie
788,over the weekend be ask to read Bad Kitty for President in this work Bad Kitty run for office and be defeat,0.6666666666666666,-0.6999999999999998,Negative
789,the PA state legislative term all expire on November if trumpist refuse to certify the election the Democrati,0.0,0.0,Positvie
790,so the big election rig case President Trump want to tee up for the Supreme Court be actually whether lawyer shoul,0.1,0.0,Positvie
791,make no mistake Donald Trump know lose the election just want to destroy democracy before leave office a,0.0,-0.2,Negative
792,Trump have abdicate in the Face of disaster of course have be a bitter little toddler who barely do job befo,0.3666666666666667,-0.07916666666666666,Negative
793,the other commitment on which have win the election be an amazing deal with the EU where be,0.5583333333333333,0.42500000000000004,Positvie
794,President Trump and other Republicans have file over lawsuit across swing state in an attempt to contest the elect,0.6375,0.3375,Positvie
795,Blackwell the Greatest Electoral Heist in American History via,0.5,0.5,Positvie
796,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
797,get the popcorn ready Emily Murphy the head of GSA who refuse to sign off on the election to appease Trump face q,0.5,0.2,Positvie
798,think the impotus pretty well take care of own disgraceful behavior since the election nail,1.0,0.425,Positvie
799,dam breaking weigh in portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
800,just in Pennsylvania Republicans sue in last ditch effort to stop election certification,0.06666666666666667,0.0,Positvie
801,MICHIGAN directly observe on a daily basis City of Detroit election worker and employee coach and try,0.2,0.05,Positvie
802,never underestimate this be the story of how use voter file and social medium to mobilize Democrat,0.06666666666666667,0.03333333333333333,Positvie
803,republican Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
804,photo president in Post Election Transition WSJ,0.0,0.0,Positvie
805,Hicbiryerde bulanamayan ve yayimlandiktan maksimum gun sonra silinen haberlerden Trump son kozlarini oynuyor,0.0,0.0,Positvie
806,the White House say Trump be deny a peaceful transfer of power reminder Hillary Clinton concede the day after Elec,0.25,0.125,Positvie
807,trump campaign take Pennsylvania election fight to federal appeal court,0.0,0.0,Positvie
808,George Soros link election software company lie about tie with Dominion oann,0.0,0.0,Positvie
809,the president can offer whatever want to throw the election if take the deal will be wi,0.0,0.0,Positvie
810,just in Pennsylvania Republicans sue in last ditch effort to stop election certification,0.06666666666666667,0.0,Positvie
811,Michigan Board of State Canvassers be set to vote today on ballot result though the Republican National Committee,0.0,0.0,Positvie
812,refuse to certify legitimate vote be a and that may help explain why have rarely hear of official refusi,0.9,0.3,Positvie
813,allege threat to some of the victim of the post election violence in a medium briefing at the County Headquarters in Eldoret town Mandago say for the year have be in charge of the County largely affect by the violence be not aware of any case,0.24285714285714285,0.0047619047619047545,Positvie
814,hope this be true,0.65,0.35,Positvie
815,be underwhelme with lack of leadership in the fair election process,0.9,0.7,Positvie
816,this will blow out the left then in a court of law if the Judge so rule the election null and void be possible could have Trump for year total not as per the Constitution,0.5833333333333334,0.0,Positvie
